text,label
это за номер да,4.0
давайте побыстрее только алло,1.0
да слушаю кстати,1.0
зачем вообще кто вам данный интернет надо,4.0
все можно да,1.0
а вы человек а вы человек,3.0
обязательно я уже давнишний пенсионер со стажем,1.0
можно да так,4.0
угу спасибо до свидания всего,1.0
роса перезвоните,4.0
что спасибо ничего не надо,2.0
да если минут,1.0
давай на линии и дождитесь ответа и приемной,4.0
дальше вы мне сейчас звонили нет,3.0
а да да я,1.0
а куда его получим то подарок ваш что то не,1.0
а вы вобще куда звоните алло,4.0
звоните где то через минут 35 40 бухгалтер подойдет обеда снег звоните где то через минут тридцать пять сорок бухгалтер подойдет обеда снег,4.0
алло ты говорила да,1.0
типа топ пласты да есть,4.0
нет я на работе сейчас то есть возможно с ним разговаривать спасибо большое,4.0
девушка не надо ничего не надо всего доброго до свидания,2.0
в смысле мне не долго туда я просто на работе в смысле мне не долго туда я просто на работе,1.0
девушка я же ничего не ответила что вы говорите спасибо то,2.0
выдать неваторг либер либро с антенна это истерики,4.0
ну заинтересовали что вы представляете какая организация еще раз,1.0
я знаю я завтра,1.0
да здравствуйте але говорите да,1.0
робот мышь робот миш,4.0
мне жилье не надо,2.0
чего 5 миллилитров есть но,4.0
да сегодня внесла,1.0
а что за стика подождите а что за стика подождите,4.0
звони в ад медикал известный многие медицинский центр хак пожалуйста дождитесь ответа оператора мы обязательно,4.0
его даже не знаю,4.0
я вам скажу что вы это готовые но мы да,1.0
риэлтор алло алло,4.0
чего каких переводов чего каких переводов,1.0
кто такой еще раз какая компания кто такой еще раз какая компания,1.0
девушка у меня все,1.0
да говорит,1.0
на днях,1.0
девушка извините я работаю мне некогда я не пенсионер,2.0
ну сейчас же я никуда не пойду артект сейчас знать что карантин,2.0
почти я слышу ну да вот,1.0
чего попозже перезвоните чуть позже,1.0
благодарим за ожидание желаем хорошего настроения и удачного дня,4.0
девушка здравствуйте да сюда учиться,1.0
2 880 але,4.0
йте да,4.0
какой да,4.0
я просто это не верю что меня она увеличится простат,2.0
нету денег на да,2.0
угу ок да,1.0
я крашу я знаю дать сер я поет вам наберу чен,4.0
не надо сейчас сейчас дания,2.0
чего на,1.0
скажи что то да,1.0
когда смогу тогда заберу,4.0
а из нои да и добавляю fe holda water,2.0
я знаю артеку все заходил туда спасибо,1.0
в данный момент в данный момент,4.0
по поводу номеров красивых всяко такого да,1.0
еще раз я что то не понял машина ездит еще раз повторите пожалуйста,4.0
спаиваем да,4.0
еще раз можно повторить алло,1.0
я плачу тело кредита сколько я взял сейчас дождусь когда выплатят за,4.0
наверное да нет я,4.0
винкс да,2.0
вы кто вот вы кто,1.0
не совсем за рулем ну давайте спрашивать алло,3.0
зачем мне звонить это да,2.0
нет спасибо не хотим забудьте даш телефон никогда нам больше не звоните спасибо большое,2.0
спасибо за ожидание к сожалению сейчас все сотрудники заняты пожалуйста оставайтесь на ли,1.0
уже на следующий день двенадцатого апреля к сеня не был дальнейшем перо,2.0
добрый ну говорите я слушаю вас,4.0
вообще ничего не слышу не все говорите четко вообще ничего не слышу не все говорите четко,4.0
да я уже прошел спасибо,1.0
знаете меня ничего не интересует с этих еще поэтому давайте не будем,1.0
неработающий пенсионер неработающий пенсионер,4.0
писю да мне хватает хватает поставь его выше и сделать так что вы хотите,4.0
по карточке по приватовский,1.0
ну мне ничего пока не интересует там,2.0
плохо слышно куда то все пропало,4.0
але не слышу,1.0
не надо не интересно нет,2.0
я торговым представителем девушка никогда не работал я строитель больше ничего не умею я умею,2.0
лет 10 12 15 лет десять двенадцать пятнадцать,4.0
на на на,2.0
ничего такой,2.0
не знаю девушка регулярно этим я логически не занимаюсь по этим вопросам лучшем вот в головной офис мыс,4.0
да не понял что,1.0
а вы неправильно звоните вы куда звоните вообще,2.0
можете повторить пожалуйста,4.0
отправьте отправьте говорю,1.0
давно алло,4.0
собственно говоря что вы мне хотите предложить да,1.0
а теперь повторите пожалуйста все заново это прерывает,2.0
здравствуйте еще раз повтори,1.0
тригрим нету нет нет его,2.0
причесок да,1.0
еще раз не слышу еще раз не слышу,4.0
в данный момент не могу а что то срочно в данный момент не могу а что то срочно,1.0
я непланировала да разве по маршруту 100 мач проблема было за интернетом я не могу,2.0
угу сайт до свидания,1.0
ну на данный момент сейчас нет,2.0
да да да что ты б****,2.0
не могу вам найти вопросы да я сейчас,4.0
еще раз повторите пожалуйста не расслышал,4.0
а вы кто нет,2.0
а что вы сказали тут тоже ремонт ничего,4.0
я а нет не не,2.0
звонок да,1.0
товар оптом могу продать,1.0
ну конечно увеличится интересное,1.0
после обеда или сегодня или завтра,1.0
по поводу чего постоянно работа не очень,4.0
а вы что хотели,4.0
а вы для чего спрашиваете или сейчас ну я,4.0
дано да,1.0
наберите его в тоновом режиме или дождитесь ответа оператора,1.0
так ну подождите господи я сейчас не могу не ездить ничего,2.0
а сейчас не занимаюсь потому что удалила,4.0
сейчас куда звонить алло,4.0
нажмите 1 для связи с делом да,1.0
сочи продолжим,4.0
еще раз как называется алло,4.0
девушка а уже не надо спасибо большое мне уже позвонили всего доброго,2.0
поняла давай да,1.0
пожалуйста сумма кум не надо погасить,2.0
сейчас я что то плохо слышу сейчас мечку ну не пить никогда алло,2.0
сири да,1.0
это нормально это нормально,1.0
от корона вируса не лечитесь надежда,2.0
нет пока мне некогда,2.0
ну дело в том что цена на в данилову я приезда ла сказала с понедельника нам,1.0
попов да,4.0
еще раз я не расслышал вас,1.0
780,4.0
ой ничего не надо мы не умеем ничем пользоваться ой ничего не надо мы не умеем ничем пользоваться нас,2.0
а кто это а кто это,1.0
да нет у нас есть спасибо не интересно,2.0
номер заказа пойдем да,4.0
сегодня в течение вот часа 2 сегодня в течение вот часа двух,1.0
сегодня писал бида сегодня писал бида,1.0
да момент,1.0
за счет чего увеличь,4.0
не не интересно мне нет,2.0
а а какие условия,3.0
ну понедельник да давайте ну понедельник да давайте,4.0
что то ошибочно ничего не заказывал то что я заказала я уже получила,4.0
это откуда звонок я не,4.0
а это это что за какая компания,1.0
есть время да,1.0
ну ты что сейчас идет,4.0
сегодня да через водку,2.0
сейчас да есть,1.0
я постараюсь а вы до 15 точно до 15 числа точно,4.0
але я вас не слышу,4.0
а чего зачем вы звоните,2.0
да мне ничего не нужно до свидания да мне ничего не нужно до свидания,2.0
ну давай стойте,4.0
благодарю сейчас нет,2.0
большое да,1.0
сейчас корона вирус никому ничего не удобно,2.0
сири ты алена,3.0
а давай еще,1.0
ну как бы у нас сайт есть он пойдет просто не обновляет,4.0
дело в том что это не я занимаюсь этим билайне у меня сын занимается поэтому со мной можно да,2.0
извините мне некогда извините мне некогда,1.0
я сегодня да,1.0
спасибо за приглашение да,1.0
спасибо мне ничего не нужно я уже старенькая все,2.0
сейчас минутку посмотрю какой есть у нас так,4.0
давай хочешь что ли,4.0
рахова давно уже рахова давно уже,4.0
вообще неудобно я работаю до свидания,2.0
я всегда всем рекомендую я сам ком постоянно еть,1.0
да я уж про вас почитать сначала должен а потом позвонишь тогда,1.0
шли да,4.0
а пожалуй что привозить,1.0
але здравствуйте але,4.0
ночь погода,4.0
я вас не слышу погромче можно я вас не слышу погромче можно,4.0
так хороший вопрос давай,1.0
создатель,4.0
в смысле на тысячу рублей как как можно увеличить,1.0
бросьте это моя электронка есть простите пожалуйста возможно алло,1.0
я не знаю кто вам давно частный телефон этому решение законно вы без разрешения моего звони,2.0
у нас спрашивали нет мы не делаем,2.0
но услуга бесплатная да,1.0
о футбол фредди фото,3.0
а чапаевск,1.0
авк интернет потом сказать да,1.0
я вам ничего не могу сказать потому что телефона нет,2.0
я сейчас очень занята мне некогда,2.0
позже перезвоните попозже,1.0
сам к себе включается что то с кем то я ничего не,4.0
нет я не являюсь не предпринимателем ничего,2.0
приходите там поговорим приходите там поговорим,1.0
с чего вдруг так с чего вдруг так,4.0
еще раз что я не слышал алло,4.0
готов да удобно,1.0
я даже не помню,4.0
не боится это еда алло,1.0
нет нет девочки не делаю делаю алло,2.0
тоже надо посмотреть и мы не можем озвучить цену,2.0
а что нужно а что нужно,1.0
спасибо большое я уже не работаю трудами,1.0
я слушаю на да я слушаю алло алло,1.0
да да вам будет,1.0
а не ничего не,2.0
надо сейчас позвонили да,1.0
подождите какой банк алло,1.0
здравствуйте але слушаю,4.0
еще раз вы откуда откуда алло алло,1.0
я его не туда попали,2.0
ну меня по инвалидности ну меня по инвалидности,4.0
ничего не понял консультация ничего не просил,4.0
так але але,4.0
для связи с отделом продаж нажмите 2 с бухгалтерии нажмите 3 с отделом да,1.0
еще раз что за организация здравствуйте,1.0
чего чего еще раз скажите,4.0
а вы откуда с ростов или откуда алло,1.0
ой нет пока нет,2.0
а а что простите еще раз,2.0
отдает да,1.0
боже ты мой а вы живой человек или обот,3.0
спасибо да спасибо да,1.0
да только сейчас не очень удобно,1.0
а не поняла вопроса повторите,1.0
24 да тихо,1.0
я не помню полгода прошло я не смотрю,2.0
о чем будет разговор,1.0
мне на данный момент времени нет,2.0
вам надежда ничего нам не да,2.0
вы о чем говорите,4.0
сейчас 1 минуту,4.0
доброго давайте,1.0
кто вам дал мой телефон чтобы мне еще звонили не звоните больше,2.0
чего каких банковских услуг я не понял ничего чего каких банковских услуг я не понял ничего,4.0
обработку ваших персональных данных seven,1.0
спасибо информацию нам не надо,2.0
магнитофон,3.0
подождите сам то нету там какой то 1 и 5,2.0
так перестанет да,1.0
да очень далеко нахожусь я появлюсь восточном лично,1.0
вы кто такая ада и зачем кто вам да,1.0
подожди сейчас даже не смеяться сейчас трубку дам там,1.0
сергей петрович ничего не перепутали сергей петрович ничего не перепутали,4.0
даже алло,1.0
вопрос сири да,4.0
да да дом,1.0
в москве есть да,1.0
в списке ожидания в списке ожидания,4.0
не слышу пожалуйста не слышу пожалуйста,4.0
ну вообще бы да,1.0
да понимаете вы мне не дадите кредита я уже сколько раз говорили не всегда откажу,2.0
для улучшения сервиса данный разговор может быть записан если вы клиент нашей компании или планирует,1.0
нам не нужен пакет ой подождите,2.0
я не предприниматель я не знаю откуда берется эту информацию,4.0
уральский банк,1.0
а это же инстаграме все будет дано да,1.0
если не больше 1 минуту туда,1.0
а кто звонит а кто звонит,4.0
ну не занимается кондиционерами просто мы продаем нет,2.0
яндекс яндекс да моя да,1.0
та ну да,1.0
а какая аренда еще раз,1.0
да всегда,1.0
и вам дозировка 2,5 чтобы был индапамид,1.0
ремонт квартир компания еще раз,4.0
подождите мне не надо звонить нам не надо звонить мы не занимаемся туалетной бумагой я думала еще у вас там 1000000 грубо говорят,4.0
и что дальше что дальше,4.0
а на данный момент да,1.0
говаривали поставил вызов на удержание пожалуйста подождите the subscriber you have dial usb,2.0
нет по поводу чего вы хотите поговорить,1.0
да я работаю да я работаю,1.0
могу подъехал фамилия,1.0
ничего не надо нам не это заняты ничего не надо нам не это заняты,2.0
давайте работа,1.0
ну как бы была просрочка вы слышите меня в 1 кредите,4.0
нет не надо мне ваш яндекс нет не надо мне ваш яндекс,2.0
хорошо у меня ничего не интересует там,2.0
я ничего не слышу,4.0
вы по поводу чего я только слушаю вас,1.0
ой жду жду а на дня тож на зарплату дайте предуб л там же до седьмого числа у меня там,4.0
да они,1.0
а вы вчера не там не вите купили да,4.0
ну пока даже не знаю,1.0
ну да здесь,1.0
не удалось последние нет,2.0
вы знаете руководителя сейчас не 1 месте я думаю что когда она появится вы сами лично перезвонить,2.0
да слушаю на какой вопрос,1.0
мне ничего надо я так не понял а какого города вообще мне ничего надо я так не понял а какого города вообще,2.0
вы кто говорил,4.0
ну сейчас времени нет,2.0
вы знаете я уже давно не пользуюсь услугой мягкой я,2.0
к сожалению сейчас все операторы заняты пожалуйста подождите,2.0
давай еще раз повторите я не расслышал,4.0
здравствуйте да вас,1.0
я не понял от какого долга и куда звонить,4.0
так что вы хотите предложить да,1.0
давай налево,1.0
как она у меня может увеличиться если мне уже все начислили нет мне,4.0
подожди спасибо,1.0
алло я уже в аренду да,1.0
а это нужно звонить на большевицкого а это нужно звонить на большевицкого,4.0
некогда некогда,2.0
вам поможем дождитесь ответа нашего оператора,4.0
я работаю поэтому мне никакие по расчеты нес,2.0
ой нет девушка это мне уже шестьдесят шесть лет там наверное это уже меня не касается,1.0
ну надумаю на данный момент нет,2.0
нет не делаю я там вообще не занимаете,2.0
сейчас мне ничего не интересует потому что сейчас идет везде карантин в поликран это знаете,2.0
а попозже позвоните тогда,1.0
вообще то я работаю если очень шустро никогда алло,1.0
youtube да да да да слушаю вас,1.0
оператора машинка временно работает в режиме онлайн контакт,1.0
не надо меня соединять спасибо,2.0
так ну да попозже можете сказать какой организации звоните,1.0
ты робот да,1.0
авствуйте але,1.0
мне не интересно ваше предложение девушка да,2.0
извините пожалуйста это что организация откуда мой номер,1.0
ну если минуты это да давай,1.0
ну пять,4.0
я дома сижу спасибо,1.0
а пока у меня сейчас некогда разговаривать не могу,4.0
совсем не давайте девушка быстрее совсем не давайте девушка быстрее,2.0
а марада,1.0
ли не надо,2.0
я не хочу на эту тему вообще разговаривать они мне там посоли такую гадать не хочу не хочу не хочу,2.0
девушка с большая но я да,1.0
по указу президента для меня ничего не да,4.0
да сейчас минуту,1.0
да акридерм есть в 1100 тенге крем,1.0
возможно но если могли бы мы,2.0
а секунд да,1.0
слышишь да,1.0
да да алло ло,1.0
мне не надо вот тут кто то тут то не другой надо,2.0
вы может не туда позвонили вы может не туда позвонили,4.0
неудобно неудобно до свидания,2.0
давайте послушаем долго,1.0
наберите добавочный номер сотрудника по окончании набора нажмите решетку,2.0
сейчас могу давай,1.0
надежда извините за ребенком убегаю со школы забирать сейчас это время буду садиться по этому,2.0
знать контакты вас куда мой алло вас как зовут во первых не прислал,4.0
я на данный момент сейчас не могу говорить,2.0
просто не давно но подскажите уже несколько раз звоните да,2.0
ладно понял алло,1.0
откуда у вас такая информация николай откуда у вас такая информация николай,1.0
год да нет спасибо мы ремонт уже сделан,2.0
а да алло алло,1.0
я вам еще ничего не ответила я уточняю название мужчины,2.0
правда алло,1.0
новый у нас совещание будет 15 числа да,1.0
так надежда уже да,1.0
ну я очень буду стараться конечно,4.0
с чего бы это мне тридцать тысяч,2.0
здорово что да,1.0
он простите какая линия компания повторите пожалуйста,1.0
а вы хотели дать нам приложению,1.0
спасибо я только что операцию сделал на колено состав я сейчас потом не надо,2.0
о чем подождите тема разговора,2.0
него другого 2 половине перезвоните просто сейчас занята множко просто интересно,3.0
не знаю я вообще это реально нет,1.0
я жду кошка даже кота зарплату не оно,4.0
ну я живу в саратове я на вряд ли поеду в москву на самый да,4.0
спасибо бизнес не дано да,2.0
понедельник,1.0
да поди да продаем,1.0
два ой да,1.0
далеко га алло,1.0
это нормально вот ты мне а,1.0
я с отделом продаж план слово производство нажмите 1 метизного производства 2,4.0
неудобно а для чего безлимит,4.0
девушка мне вот сейчас панда артеке давайте потом потом извините,2.0
еще раз еще раз алло,4.0
зачем,4.0
1 я понимаю что происходит положение да,1.0
я наверное 10,1.0
еще раз пожалуйста скажите что за компания еще раз пожалуйста скажите что за компания,1.0
ничего не понимаю какой то ничего не понимаю какой то,4.0
носитель давайте говорите,1.0
да, не так интересно тому, что.,2.0
девушка перезвоните да,1.0
ну пришли трафик,1.0
для повторного прослушивания сообщения нажмите звездочку для прослушки,4.0
я мне сорок пять лет я не планирую никуда поступать неверный номер,2.0
нажмите 2 или дождитесь ответа оператора,4.0
спасибо я пока не да,1.0
час чего час чего,4.0
вызываемый абонент не датут,2.0
дать можно да,1.0
нет у меня конец до свидания,2.0
какой еще заказ я ничего не заказывала какой еще заказ я ничего не заказывала,2.0
а чего вы взяли что меня интересует покупка квартиры можно интересный вопрос,3.0
нет не делать,2.0
здравствуй косуха я слушаю вас да алло,1.0
по каком направлении по каком направлении,1.0
послушаю,1.0
нет не дела а сейчас секундочку подождите секундочку сейчас я уточню,1.0
не оплачен оплачиваю не оплачен оплачиваю,4.0
а да вы знаете меня,4.0
что или нижний новгород,1.0
мамочки да,1.0
д******* подождите самое рекламная н**** не з****** да,2.0
что именно да,1.0
асино получается да,1.0
до свидания меня зовут алексей я представляю 1 из крупнейших интернет провайдеров,1.0
минутку да есть,1.0
алло алло алло алло алло б**** да,2.0
давайте ну интересно давайте рассказывайте,1.0
что мне звоните голову уже да,1.0
а скре нет,2.0
так и я что должна сделать,4.0
новые клипы да,1.0
а а что вы хотите если что то предложить мне ничего не надо,2.0
а сколько вы за свои услуги берете а сколько вы за свои услуги берете,1.0
вы мне в аптеку звоните сейчас секунду подождите я сейчас узнаю,1.0
да да я с утра просто не успел вечером забираю да да я с утра просто не успел вечером забираю,4.0
куда ты ходишь,0.0
ладно все да,1.0
го набора и наберите внутренний номер или ждите ответа оператора го набора и наберите внутренний номер или ждите ответа оператора,4.0
спасибо что позвоните но мы я пока ничего не нуждаюсь спасибо большое,2.0
нет спасибо пока что не надо,2.0
спасибо большое мне сейчас ничего не нужно у меня умер муж меня нет,2.0
я обычно продавец я не знаю это вам,4.0
хочу задать,1.0
слушай поняла можно еще раз,4.0
да я могу,1.0
еще раз так алло,1.0
моим человеком седан сколько работается ежегодно,4.0
а как это у нас модействуют серыми кульманом,2.0
простите мне не надо,2.0
повторите пожалуйста я послушал повторите пожалуйста я послушал,4.0
знаете я живу теперь в другом городе они в москве вычеркните меняет базы да,2.0
завтра а,4.0
вы человек или робот антон але але але,4.0
мне не дадут кредит меня плохая кредитная история мне не дадут кредит меня плохая кредитная история,4.0
да да только,1.0
да на 120000,4.0
плачу,3.0
все спасибо ничего не надо,2.0
ну хотела бы да,1.0
о сейчас подожди але,1.0
сайте,1.0
не дают мне кредиты не дают девушка ничего вы мне не подбирали,2.0
а как компания,4.0
не помню еще раз повторите пожалуйста алло,4.0
управляющего на месте нет,1.0
позвоню пока давай давай давай пока пока пока пока,4.0
не не планировал я сегодня залюблю продать,1.0
сейчас посмотрю людмила прокопьевна которая занимается,4.0
так еще раз неплохо вас слышно пропадаете,1.0
спасибо но настоящий мент мне ничего от вас не надо,2.0
простасан алло алло,4.0
уйти але,4.0
да хот,2.0
а мне ничего не нужно спасибо,2.0
ну я сейчас на данный момент не собиралась говорить пока что,1.0
отделение номер 4 да в одессе наталья,4.0
еще раз плохо слышал если шум на дороге дороге алло,4.0
чего девушка кто такие чего девушка кто такие,4.0
спасибо у меня все нормально мне ничего устраивает спасибо у меня все нормально мне ничего устраивает,2.0
продаж цифру 1 с отделом закупок цифру 2 в google серии,4.0
а ты там до населенных пунктов идет по дому со всей стороны ладно,4.0
ну если у вас будет реальный клиент который готов в этом районе квартиру покупает созда,1.0
не поняла кто вы вы кто,1.0
открывайте вызывайте,2.0
блин что робот другого человека нет,2.0
к какому по какому вопросу ну да,1.0
а вы кто алло алло слышно меня,4.0
в смысле еще раз можете объяснить в смысле еще раз можете объяснить,4.0
я не уверена что меня за нравится блядь дальше что,2.0
а а ами да,1.0
где вы смотрите мои объявления откуда него,1.0
я говорю я знаю вы зачем звоните алло,2.0
нормально а нормально а,1.0
сейчас посмотрим 3 гримм 5 миллиграм,4.0
ну понятно спасибо у меня пока все есть,1.0
чего не получится чего не получится,2.0
ну интересно но я работающая ну интересно но я работающая,1.0
у получается 30000 да,1.0
сейчас сейчас она подойдет подождите лента,4.0
ну а дальше суши ну а дальше суши,4.0
ну вы знаете я знаю что я там отоварилась но пока мне ничего там ну не надо,2.0
да иди ты наху,2.0
что что еще раз мы делаем,2.0
клиент на основании гражданского правового договора об оказании юридических услуг передал нам про,4.0
да так подаем так подаем,1.0
что продает алло,4.0
ой спасибо мне ничего нет,2.0
раздевать будем да,4.0
ну пока что да если это,1.0
я сижу на карантине какой смысл нам сейчас это обсуждать,2.0
есть полости через телефонные дохода,4.0
попробую сегодня,1.0
конечно сделаем,1.0
я знаю что что я заказала,1.0
да да слышите,1.0
ну а сколько вы берете алло,1.0
пгу регистрации иностранных граждан российских какая то программа программа я хочу,4.0
тоже,4.0
в валках вы повторите я не слышала там что вы говорите,2.0
спасибо мне сейчас неудобно разговаривать мне пока ничего не надо,2.0
а давай так давай,1.0
лиса и да,3.0
я видел рекламку то да,4.0
еще раз все я не понял что то,4.0
до свидания а это кто,1.0
это депорта сами могли ведь позвонить с района с нашего,4.0
а вечера время есть да,1.0
да интересует не мы сами справимся спасибо вам всем,4.0
давайте вечер наберите мне сейчас пос некогда сможете вечером,2.0
ну сегодня то не нужно да,2.0
ну в принципе можно расмотреть ну в принципе можно расмотреть,1.0
а да да там,1.0
спасибо пока мне ничего не надо,2.0
ну расскажи ну расскажи,1.0
люби моя дайте,1.0
нет мне пока это не надо нет мне пока это не надо,2.0
да нет пока пока нет не надо мне открыть счет да нет пока пока нет не надо мне открыть счет,2.0
ну а у меня много какого приходило что одобрен,2.0
повторите пожалуйста я просто не услышу повторите пожалуйста я просто не услышу,4.0
меня разбудили часто говорю меня разбудили часто говорю,4.0
да нет. спасибо большое, что взяли пока время спасибо.,2.0
да не то будет полного рая,1.0
а наверное да,1.0
подождите или перезвоните позднее вызываемый абонент не,2.0
да конечно я бы хотел всех ремонтников придушить,2.0
проданов звонит доча,4.0
секс скидку да,4.0
и солнечная да,1.0
не такая большая сумма не надо мне где то,2.0
кто это обще да кто это обще да,1.0
а кому звонили да,1.0
поняла это сейчас так не нравится,2.0
а что меня соединять его сейчас нету,2.0
все мы выключи сама повторите пожалуйста вопрос все мы выключи сама повторите пожалуйста вопрос,1.0
да здравствуйте але я слушала,1.0
вы хотели а что вы хотели мне ничего сейчас не надо,2.0
я не могу вам ничего сказать поэтому поводу я не знаю,2.0
еще раз алло да,1.0
нет нет нет мы уже все нашли спасибо до свидания,2.0
алло ну извините если давай если ты говоришь по алис,3.0
там и мое да,1.0
мы далеком рязани мы не можем разговаривать все,2.0
нормально да могу,1.0
варите я ничего не слышал по телевизору око работает сейчас я выключу звук как слушаю,2.0
алло девушка подождите что завтра,1.0
а ничего не хочу,2.0
чего я не слышала,4.0
спасибо все до свидания,2.0
да нас есть расчетный счет уже у вас в банке,1.0
не слышу вас алло алло,4.0
ну мне сейчас некогда девушка я сейчас очень занята,2.0
а вы кто вообще откуда номер мазали да,4.0
чего чего еще расскажите повторите,1.0
пока не готова некогда мне данный момент,2.0
нужно мне я уже все не надо,2.0
выключи радио подождите,1.0
плохо слышно,1.0
спасибо пока не надо нет нет спасибо пока не надо нет нет,2.0
ну да а как еще,1.0
еще раз препарат какой,4.0
давайте сначала определимся с кем разговаривать,2.0
не закрывать процент и перекрыть немного,1.0
блядь откуда нет,4.0
вы готовы да,1.0
я сегодня продал срок действия я же сказал сегодня город,3.0
я на работу просто собираюсь мне некогда можно попозже где то через час,2.0
консультировать не надо просто предложение на почту вот есть пока это не актуально но можно,2.0
ну где вы да,1.0
ничего не понимаю ты охрана ничего не понимаю ты охрана,4.0
да пока может быть,4.0
даль,1.0
спасибо добрый,1.0
еще в данный момент нет,2.0
спасибо но мне не интересно приложение да,2.0
дозировка какая дозировка какая,4.0
привет я что должна нажать что то да,4.0
видения ну в принципе да,1.0
я не слышу ничего есть автобус еду перезвоните мне,2.0
алло вы меня слышите я даже не расслышал какие магазины у вас открыли,4.0
а откуда вы звоните еще раз,1.0
это это вы по запчастям да,1.0
надо подума,4.0
я не являюсь гражданином россии можно бы еще как,2.0
вы по ходу где то хорошем университе закончили маркетинг мне нравится вообще но,4.0
до свидан у меня есть свой автомобиль да,2.0
в данный момент не удобно,2.0
подождите я телевизор выключи я ничего не слышу,2.0
девушка спасибо ничего нет,2.0
пока не планируем,2.0
а пришлите посмотрю да,1.0
да занимаюсь,1.0
ну да интересно интересно,1.0
какое алло алло,3.0
на самом деле пока на данном этапе не интересно на самом деле пока на данном этапе не интересно,2.0
а а еще раз повтори,1.0
спасибо за звонок да планирую,1.0
и там еще раз повторите,1.0
сюда по разному но среднем один два раза месяц,4.0
да да нет больше,1.0
а где это да,1.0
откуда еще раз алло,4.0
честно говоря да,1.0
а мне пока ничего не нужно,2.0
извините пожалуйста я вам перезвоню позже мы в дороге я практически ничего,2.0
кого на сказать повторите,4.0
неудобно не звоните больше кольком номеру я тем более я его вам не давал,2.0
давайте слушай алло,1.0
у меня банки по суд отдают,4.0
да да подробно можно да,1.0
чего я хочу,4.0
вот я куда,1.0
сейчас не очень удобно до свидания,2.0
или человек или человек,4.0
2 раза в месяц два раза в месяц,4.0
да сохну вась,4.0
являюсь да да,1.0
а что куда,2.0
что что еще раз повторите,4.0
меня пока интересует спасибо до свидания,2.0
не звоните сюда больше алло,2.0
вышла да,1.0
надо мне ничего не надо,2.0
б**** танцем пути еще чего не пользу,2.0
вопрос давай,4.0
не нормально,2.0
