N,1. Field name,2. Reservoir unit,3. Country,4. Region,5. Basin name,6. Tectonic regime,7. Latitude,8. Longitude,9. Operator company,10. Onshore or offshore,11. Hydrocarbon type (main),12. Reservoir status (current),13. Structural setting,14. Depth (top reservoir ft TVD),15. Reservoir period,16. Lithology (main),17. Thickness (gross average ft),18. Thickness (net pay average ft),19. Porosity (matrix average %),20. Permeability (air average mD)
546,LOCKHART CROSSING,WILCOX (1ST WILCOX SAND),USA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,GRAVITY/EXTENSION/EVAPORITE/SYNSEDIMENTATION,30.5218,-90.9141,CALLON PETROLEUM AND OTHERS,ONSHORE,OIL,MATURE PRODUCTION,DELTA/PASSIVE MARGIN,10082,PALEOGENE,SANDSTONE,135.0,26.0,20.0,35.0
548,LOST SOLDIER,TENSLEEP,USA,NORTH AMERICA,GREATER GREEN RIVER,,42.2392,-107.5587,MERIT ENERGY,ONSHORE,OIL,NEARLY DEPLETED,THRUST,3800,CARBONIFEROUS,SANDSTONE,600.0,210.0,,31.0
551,LUCKEY DITCH,DAKOTA SANDSTONE (LOWER MEMBER),USA,NORTH AMERICA,GREATER GREEN RIVER,COMPRESSION/EROSION,41.0204,-110.2755,WHITING OIL and GAS,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,13250,CRETACEOUS,SANDSTONE,250.0,23.0,14.0,60.0
553,LUGINETS,TYUMEN-NAUNAK,RUSSIA,FORMER SOVIET UNION,SIBERIAN WESTERN,COMPRESSION,58.1,78.5167,TOMSKNEFT (YUKOS),ONSHORE,OIL,REJUVENATING,INTRACRATONIC,7610,JURASSIC,SANDSTONE,300.0,200.0,17.0,20.0
555,MABEE,SAN ANDRES,USA,NORTH AMERICA,PERMIAN,COMPRESSION,32.226,-102.23,CHEVRON,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,4680,PERMIAN,DOLOMITE,400.0,50.0,10.5,8.0
557,MACKEREL,LATROBE (L1 UNIT),AUSTRALIA,FAR EAST,GIPPSLAND,,-38.4822,148.3556,EXXONMOBIL /BHP BILLITON,OFFSHORE,OIL,NEARLY DEPLETED,INVERSION/RIFT,7235,PALEOGENE,SANDSTONE,360.0,298.0,,800.0
561,MAHOGANY (USA),O-Q SANDS,USA,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,GRAVITY/EXTENSION/EVAPORITE/SYNSEDIMENTATION,28.04,-90.96,PHILLIPS,OFFSHORE,OIL,DECLINING PRODUCTION,DELTA/SUB-SALT/PASSIVE MARGIN,13265,NEOGENE,LOW-RESISTIVITY SANDSTONE,1500.0,295.0,29.0,1500.0
564,MALING,YANAN,CHINA,FAR EAST,ORDOS,COMPRESSION,36.22,107.62,PETROCHINA,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND,3776,JURASSIC,SANDSTONE,984.0,24.0,16.0,72.0
568,MANSURI,ILAM,IRAN,MIDDLE EAST,ZAGROS,COMPRESSION/EVAPORITE,30.8833,48.8333,NIOC,ONSHORE,OIL,CONTINUING DEVELOPMENT,FORELAND,10211,CRETACEOUS,CHALKY LIMESTONE,328.0,213.0,13.0,0.8
569,MANSURI,SARVAK 1,IRAN,MIDDLE EAST,ZAGROS,COMPRESSION/EVAPORITE,30.8833,48.8333,NIOC,ONSHORE,OIL,CONTINUING DEVELOPMENT,FORELAND,10703,CRETACEOUS,CHALKY LIMESTONE,820.0,928.0,9.0,0.2
576,MARKOVO,PARFENOV,RUSSIA,FORMER SOVIET UNION,SIBERIAN EASTERN,COMPRESSION/EVAPORITE,57.4375,107.3058,VOSTSIBNEFTEGAZGEOLOGIYA,ONSHORE,GAS-CONDENSATE,DEVELOPING,RIFT/SALT,8596,PROTEROZOIC,SANDSTONE,172.0,25.0,9.0,152.0
577,MARLIM,CARAPEBUS,BRAZIL,LATIN AMERICA,CAMPOS,GRAVITY/EXTENSION/EVAPORITE,-22.4348,-40.0666,PETROBRAS,OFFSHORE,OIL,PLATEAU PRODUCTION,SALT/PASSIVE MARGIN,5543,PALEOGENE-NEOGENE,SANDSTONE,150.0,150.0,28.5,2000.0
580,MASTAKH,KYZYLSYR,RUSSIA,FORMER SOVIET UNION,SIBERIAN EASTERN,TRANSPRESSION/UPLIFT,63.75,124.0,YAKUTGASPROM,ONSHORE,GAS,DECLINING PRODUCTION,PASSIVE MARGIN,5627,JURASSIC,SANDSTONE,900.0,23.0,20.0,95.0
581,MATZEN,HAUPTDOLOMITE (SCHONKIRCHEN UBERTIEF),AUSTRIA,EUROPE,VIENNA,COMPRESSION/SHALE,48.3942,16.7161,OMV,ONSHORE,GAS,MATURE PRODUCTION,THRUST,15420,TRIASSIC,DOLOMITE,2953.0,984.0,3.8,2.0
583,MATZEN,MATZEN SAND,AUSTRIA,EUROPE,VIENNA,,48.3942,16.7161,OMV,ONSHORE,OIL,MATURE PRODUCTION,RIFT,4050,NEOGENE,SANDSTONE,164.0,56.0,,1400.0
586,MAXI,SHAHEJIE (BANQIAO),CHINA,FAR EAST,BOHAI,EXTENSION,38.7,117.53,PETROCHINA,ONSHORE,OIL,NEARLY DEPLETED,RIFT,12425,PALEOGENE,SANDSTONE,755.0,83.0,13.6,11.0
587,MAYDAN MAHZAM,ARAB C,QATAR,MIDDLE EAST,RUB AL KHALI,GRAVITY/EVAPORITE/COMPRESSION,25.6,52.55,QATAR PETROLEUM,OFFSHORE,OIL,REJUVENATING,SALT/FORELAND,6661,JURASSIC,DOLOMITE,80.0,55.0,25.0,600.0
588,MAYDAN MAHZAM,ARAB D,QATAR,MIDDLE EAST,RUB AL KHALI,GRAVITY/EVAPORITE/COMPRESSION,25.6,52.55,QATAR PETROLEUM,OFFSHORE,OIL,REJUVENATING,SALT/FORELAND,6755,JURASSIC,LIMESTONE,130.0,120.0,25.0,500.0
590,MAYSDORF,UPPER MINNELUSA (A SAND),USA,NORTH AMERICA,POWDER RIVER,,44.0413,-105.4063,BOWDEN ENERGY /DUNCAN OIL,ONSHORE,OIL,NEARLY DEPLETED,FORELAND,10555,PERMIAN,SANDSTONE,100.0,21.0,,155.0
591,MCALLEN RANCH,LOWER VICKSBURG,USA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,GRAVITY/EXTENSION/SHALE/SYNSEDIMENTATION,26.6226,-98.3153,SHELL,ONSHORE,GAS,MATURE PRODUCTION,DELTA/PASSIVE MARGIN,9400,PALEOGENE,SANDSTONE,300.0,140.0,16.0,0.6
592,MCARTHUR RIVER,HEMLOCK CONGLOMERATE,USA,NORTH AMERICA,COOK INLET,INVERSION/COMPRESSION/EXTENSION,60.8399,-151.6153,CHEVRON,OFFSHORE,OIL,NEARLY DEPLETED,INVERSION/FOREARC,8780,PALEOGENE,CONGLOMERATE,500.0,290.0,11.0,125.0
594,MCELROY,GRAYBURG,USA,NORTH AMERICA,PERMIAN,COMPRESSION,31.4289,-102.3099,CHEVRON,ONSHORE,OIL,NEARLY DEPLETED,FORELAND,2950,PERMIAN,DOLOMITE,400.0,100.0,9.0,5.0
595,MEANS,SAN ANDRES,USA,NORTH AMERICA,PERMIAN,COMPRESSION,32.5066,-102.5313,EXXONMOBIL,ONSHORE,OIL,NEARLY DEPLETED,FORELAND,4250,PERMIAN,DOLOMITE,237.0,150.0,10.0,10.0
596,MEDICINE HAT,MEDICINE HAT (A POOL),CANADA,NORTH AMERICA,WILLISTON,COMPRESSION,50.0375,-110.6857,NUMEROUS,ONSHORE,GAS,DECLINING PRODUCTION,INTRACRATONIC,1305,CRETACEOUS,SILTSTONE,30.0,10.7,20.0,2.0
598,MEDICINE RIVER,J2 SANDSTONE,CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION/EROSION,51.8,-114.1,CRESTAR ENERGY,ONSHORE,OIL,PLATEAU PRODUCTION,FORELAND,6880,JURASSIC,SANDSTONE,112.0,63.0,14.5,64.2
599,MEDICINE RIVER,PEKISKO,CANADA,NORTH AMERICA,WESTERN CANADA,,51.8,-114.1,CRESTAR ENERGY,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND,6900,CARBONIFEROUS,DOLOMITE,165.0,42.5,,38.0
602,MENE GRANDE,ISNOTU,VENEZUELA,LATIN AMERICA,MARACAIBO,COMPRESSION/EROSION,9.8228,-70.9198,REPSOL YPF,ONSHORE,OIL,REJUVENATING,FORELAND,1104,NEOGENE,THINLY-BEDDED SANDSTONE,1400.0,100.0,30.0,1000.0
609,MESSLAH,SARIR,LIBYA,AFRICA,SIRT,,27.921999999999997,22.4056,LNOC,ONSHORE,OIL,DECLINING PRODUCTION,RIFT,8625,CRETACEOUS,SANDSTONE,400.0,85.0,,252.0
610,MESSOYAKH,DOLGAN (POKUR),RUSSIA,FORMER SOVIET UNION,SIBERIAN WESTERN,COMPRESSION,69.185,82.4861,NORILSKGAZPROM,ONSHORE,METHANE HYDRATE,REJUVENATING,INTRACRATONIC,2756,CRETACEOUS,SANDSTONE,2460.0,66.0,25.0,125.0
611,MIDALE,CHARLES (MIDALE BEDS),CANADA,NORTH AMERICA,WILLISTON,COMPRESSION,49.4701,-103.4717,APACHE,ONSHORE,OIL,SECOND PLATEAU PRODUTION,INTRACRATONIC,4400,CARBONIFEROUS,DOLOMITE,64.0,32.0,20.0,3.5
612,MIDGARD,FANGST,NORWAY,EUROPE,MID-NORWAY SHELF,EXTENSION/EROSION,65.0789,7.4898,STATOILHYDRO,OFFSHORE,GAS,DEVELOPING,RIFT,6480,JURASSIC,SANDSTONE,459.0,380.0,27.5,5625.0
614,MILK RIVER GAS POOL,MILK RIVER,CANADA,NORTH AMERICA,WILLISTON,COMPRESSION,50.0688,-111.1423,NUMEROUS,ONSHORE,GAS,UNKNOWN,INTRACRATONIC,984,CRETACEOUS,SILTSTONE,250.0,20.0,14.0,1.0
616,MILLS RANCH,HUNTON (CHIMNEY HILL-HENRYHOUSE),USA,NORTH AMERICA,ANADARKO,COMPRESSION/EROSION,35.3676,-100.0793,CHEVRON,ONSHORE,GAS,NEARLY DEPLETED,THRUST,19888,SILURIAN,DOLOMITE,930.0,94.0,6.0,7.0
618,MINAS,BEKASAP,INDONESIA,FAR EAST,SUMATRA CENTRAL,INVERSION/STRIKE-SLIP/TRANSPRESSION/EXTENSION/BASEMENT-I,0.7675,101.4334,CALTEX PACIFIC INDONESIA,ONSHORE,OIL,MATURE PRODUCTION,INVERSION/BACKARC,1960,NEOGENE,SANDSTONE,600.0,200.0,26.0,500.0
620,MISKAR,ABIOD,TUNISIA,AFRICA,PELAGIAN,,34.3856,11.8944,BG,OFFSHORE,GAS,DEVELOPING,RIFT,9213,CRETACEOUS,CHALK,244.0,193.0,,1.0
621,MISKAR,ALEG (BIRENO),TUNISIA,AFRICA,PELAGIAN,INVERSION/COMPRESSION/EXTENSION,34.3856,11.8944,BG,OFFSHORE,GAS-CONDENSATE,DEVELOPING,RIFT,10702,CRETACEOUS,CHALKY LIMESTONE,128.0,49.0,13.0,0.1
622,MISKAR,ALEG (R1 INFERIOR),TUNISIA,AFRICA,PELAGIAN,INVERSION/COMPRESSION/EXTENSION,34.3856,11.8944,BG,OFFSHORE,GAS,DEVELOPING,RIFT,9967,CRETACEOUS,LIMESTONE,85.0,75.0,14.0,5.0
623,MISKAR,ALEG (R1 SUPERIOR),TUNISIA,AFRICA,PELAGIAN,INVERSION/COMPRESSION/EXTENSION,34.3856,11.8944,BG,OFFSHORE,GAS,DEVELOPING,RIFT,9721,CRETACEOUS,CHALKY LIMESTONE,223.0,26.0,11.0,0.1
624,MITSUE,WATT MOUNTAIN (GILWOOD A),CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION,55.1141,-114.4722,CHEVRON,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND/PASSIVE MARGIN,5700,DEVONIAN,SANDSTONE,80.0,13.0,13.0,230.0
626,MOONIE,PRECIPICE,AUSTRALIA,FAR EAST,SURAT,,-27.734,150.21,SANTOS,ONSHORE,OIL,NEARLY DEPLETED,FORELAND/THRUST,5688,JURASSIC,SANDSTONE,250.0,46.0,,460.0
628,MOXA ARCH-LA BARGE,FRONTIER (TIP TOP FIELD),USA,NORTH AMERICA,GREATER GREEN RIVER,COMPRESSION/EROSION,41.6119,-110.2,NUMEROUS,ONSHORE,GAS,DECLINING PRODUCTION,FORELAND,7000,CRETACEOUS,SANDSTONE,1100.0,90.0,13.0,0.1
630,MURAVLENKOV,MEGION,RUSSIA,FORMER SOVIET UNION,SIBERIAN WESTERN,COMPRESSION,63.99,74.95,SIBNEFT (MURAVLENKOVSKNEFT),ONSHORE,OIL,DECLINING PRODUCTION,INTRACRATONIC,8399,CRETACEOUS,SANDSTONE,1476.0,102.0,18.5,45.0
631,MURCHISON,BRENT,UK /NORWAY,EUROPE,NORTH SEA NORTHERN,EXTENSION,61.3833,1.75,CNR,OFFSHORE,OIL,NEARLY DEPLETED,RIFT,8988,JURASSIC,SANDSTONE,425.0,300.0,22.0,750.0
638,NASSER,ZELTEN,LIBYA,AFRICA,SIRT,EXTENSION/INVERSION,28.9056,19.7983,LNOC,ONSHORE,OIL,MATURE PRODUCTION,RIFT,5430,PALEOGENE,LIMESTONE,300.0,120.0,22.0,1500.0
639,NATIH,NATIH,OMAN,MIDDLE EAST,FAHUD SALT,COMPRESSION/EVAPORITE,22.4333,56.7167,PDO,ONSHORE,OIL,MATURE PRODUCTION,SALT/INVERSION/FORELAND,2433,CRETACEOUS,CHALKY LIMESTONE,1324.0,439.0,19.0,2.6
640,NATUNA L,TERUMBU,INDONESIA,FAR EAST,NATUNA EAST/SARAWAK,EXTENSION/COMPRESSION,5.4658,109.7833,EXXONMOBIL,OFFSHORE,CARBON DIOXIDE,UNDEVELOPED,BACKARC,8218,NEOGENE,LIMESTONE,5335.0,2976.0,15.0,100.0
643,NEWBURG,CHARLES,USA,NORTH AMERICA,WILLISTON,COMPRESSION,48.7502,-100.9196,AMERADA HESS,ONSHORE,OIL,MATURE PRODUCTION,INTRACRATONIC,3310,CARBONIFEROUS,DOLOMITIC LIMESTONE,120.0,17.8,10.0,2.6
644,NEWBURG,SPEARFISH,USA,NORTH AMERICA,WILLISTON,COMPRESSION,48.7502,-100.9196,AMERADA HESS,ONSHORE,OIL,MATURE PRODUCTION,INTRACRATONIC,3310,TRIASSIC,SANDSTONE,120.0,17.8,14.0,13.5
645,NIAGARAN REEF TREND,NIAGARA (GUELPH),USA,NORTH AMERICA,MICHIGAN,STRIKE-SLIP/TRANSPRESSION,42.6984,-82.5399,NUMEROUS,ONSHORE,OIL,DECLINING PRODUCTION,INTRACRATONIC,2600,SILURIAN,DOLOMITIC LIMESTONE,400.0,100.0,8.0,8.0
651,NINIAN,BRENT,UK,EUROPE,NORTH SEA NORTHERN,EXTENSION/EROSION,60.8333,1.4333,CNR,OFFSHORE,OIL,MATURE PRODUCTION,RIFT,8480,JURASSIC,SANDSTONE,300.0,200.0,20.0,500.0
652,NIPISI,WATT MOUNTAIN (GILWOOD A POOL),CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION,55.8199,-115.1317,BP,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,5500,DEVONIAN,SANDSTONE,100.0,14.0,13.5,250.0
654,NORMAN WELLS,RAMPARTS (KEE SCARP),CANADA,NORTH AMERICA,WESTERN CANADA,,65.2629,-126.8559,EXXONMOBIL,ONSHORE,OIL,DECLINING PRODUCTION,THRUST/FORELAND,1148,DEVONIAN,CHALKY LIMESTONE,425.0,243.0,,4.0
655,NORTH ANDERSON RANCH,HUECO,USA,NORTH AMERICA,PERMIAN,COMPRESSION,32.9752,-103.7292,GULF OIL,ONSHORE,OIL,NEARLY DEPLETED,FORELAND,9600,PERMIAN,LIMESTONE,120.0,35.0,9.0,124.0
656,NORTH BURBANK,BURBANK,USA,NORTH AMERICA,CHEROKEE,INVERSION/COMPRESSION/EXTENSION/EROSION,36.7297,-96.7333,CONOCOPHILLIPS,ONSHORE,OIL,UNKNOWN,FORELAND,3020,CARBONIFEROUS,SANDSTONE,90.0,47.0,16.8,50.0
658,NORTH HAYNESVILLE,SMACKOVER,USA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,GRAVITY/EXTENSION/EVAPORITE/SYNSEDIMENTATION,32.982,-93.1071,MARATHON /DNS,ONSHORE,OIL,UNKNOWN,SALT/PASSIVE MARGIN,12229,JURASSIC,LIMESTONE,250.0,38.0,11.0,61.0
660,NORTH ROBERTSON,CLEARFORK-GLORIETA,USA,NORTH AMERICA,PERMIAN,COMPRESSION,32.66,-102.6875,TOTAL,ONSHORE,OIL,SECOND PLATEAU PRODUTION,FORELAND,5800,PERMIAN,DOLOMITE,1300.0,400.0,4.0,0.4
661,NORTH SABINE LAKE,LOWER HACKBERRY (FRIO),USA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,GRAVITY/EXTENSION/EVAPORITE/SYNSEDIMENTATION,29.9587,-93.7991,HILLCORP ENERGY,ONSHORE,GAS-CONDENSATE,MATURE PRODUCTION,DELTA/SALT/PASSIVE MARGIN,10940,PALEOGENE,SHALY SANDSTONE,265.0,130.0,26.0,425.0
662,NORTH WARD-ESTES,YATES,USA,NORTH AMERICA,PERMIAN,COMPRESSION,31.5777,-102.9918,WHITING OIL and GAS,ONSHORE,OIL,REJUVENATING,FORELAND,2600,PERMIAN,SILTSTONE,300.0,100.0,11.0,16.0
663,NORTHEAST CEDARDALE,HUNTON (HARAGAN),USA,NORTH AMERICA,ANADARKO,COMPRESSION/EROSION,36.4227,-98.9165,LOUIS DREYFUS NATURAL GAS,ONSHORE,GAS,MATURE PRODUCTION,FORELAND,8275,DEVONIAN,DOLOMITE,250.0,38.0,16.0,20.0
668,NUMBI,VERMELHA,ANGOLA,AFRICA,CONGO,GRAVITY/EXTENSION/EVAPORITE/SYNSEDIMENTATION,-5.3099,11.9154,CHEVRON,OFFSHORE,OIL,PLATEAU PRODUCTION,PASSIVE MARGIN,3065,CRETACEOUS,SANDSTONE,450.0,150.0,24.0,500.0
670,OCTOBER,NUBIA (MAIN FIELD AREA),EGYPT,AFRICA,GULF OF SUEZ,EXTENSION/EVAPORITE/INVERSION,28.8367,33.0859,GUPCO,OFFSHORE,OIL,DECLINING PRODUCTION,SUB-SALT/RIFT,10388,PALEOZOIC-CRETACEOUS,SANDSTONE,2300.0,450.0,17.0,236.0
671,ODOPTU-MORE,LOWER NUTOVO (XII-XX IV),RUSSIA,FORMER SOVIET UNION,NORTH SAKHALIN,STRIKE-SLIP/TRANSPRESSION/BASEMENT-I,53.1333,143.4667,EXXONMOBIL /SMNG,OFFSHORE,OIL,DEVELOPING,INVERSION/WRENCH,3520,NEOGENE,SANDSTONE,2460.0,220.0,20.0,45.0
678,ORENBURG,UNNAMED,RUSSIA,FORMER SOVIET UNION,VOLGA-URAL,COMPRESSION/EVAPORITE,51.6289,54.8161,ORENBURGGAZPROM,ONSHORE,GAS,UNKNOWN,SUB-SALT/FORELAND,4232,CARBONIFEROUS-PERMIAN,LIMESTONE,1360.0,563.0,11.0,2.0
679,ORIBI,14A SEQUENCE,SOUTH AFRICA,AFRICA,BREDASDORP,EXTENSION,-35.233000000000004,21.51,PETROSA,OFFSHORE,OIL,PLATEAU PRODUCTION,RIFT/PASSIVE MARGIN,7306,CRETACEOUS,SANDSTONE,115.0,98.0,18.0,500.0
684,ORMEN LANGE,JORSALFARE-VALE (EGGA),NORWAY,EUROPE,MID-NORWAY SHELF,INVERSION/COMPRESSION/EXTENSION,63.541000000000004,5.3375,STATOILHYDRO,OFFSHORE,GAS,DEVELOPING,INVERSION/RIFT,5780,CRETACEOUS-PALEOGENE,SANDSTONE,380.0,115.0,29.0,1000.0
685,OROCUAL,CARAPITA,VENEZUELA,LATIN AMERICA,EASTERN VENEZUELA,COMPRESSION/EXTENSION/LINKED,9.8667,-63.3333,PDVSA,ONSHORE,OIL,CONTINUING DEVELOPMENT,THRUST/FORELAND,10150,NEOGENE,SANDSTONE,300.0,160.0,13.0,35.0
687,OROCUAL,SAN JUAN,VENEZUELA,LATIN AMERICA,EASTERN VENEZUELA,COMPRESSION/EXTENSION/LINKED,9.8667,-63.3333,PDVSA,ONSHORE,OIL,DECLINING PRODUCTION,THRUST/PASSIVE MARGIN,12550,CRETACEOUS-PALEOGENE,SANDSTONE,1000.0,650.0,6.0,5.0
693,PALM VALLEY,PACOOTA AND STAIRWAY,AUSTRALIA,FAR EAST,AMADEUS,COMPRESSION/EVAPORITE,-24.0003,132.7698,MAGELLAN PETROLEUM,ONSHORE,GAS,DECLINING PRODUCTION,INTRACRATONIC,5656,ORDOVICIAN,SANDSTONE,2300.0,174.0,4.0,0.01
694,PAMPO,MACAE (QUISSAMA),BRAZIL,LATIN AMERICA,CAMPOS,GRAVITY/EXTENSION/EVAPORITE,-22.788,-40.7674,PETROBRAS,OFFSHORE,OIL,DECLINING PRODUCTION,SALT/PASSIVE MARGIN,5781,CRETACEOUS,LIMESTONE,650.0,280.0,25.0,800.0
696,PANNA,BASSEIN (ZONE B),INDIA,FAR EAST,BOMBAY OFFSHORE,,19.297,71.979,ONGC /BG /RELIANCE,OFFSHORE,OIL,PLATEAU PRODUCTION,RIFT/PASSIVE MARGIN,5546,PALEOGENE,LIMESTONE,853.0,82.0,,10.0
697,PARENTIS,UNNAMED,FRANCE,EUROPE,AQUITAINE,COMPRESSION/EROSION,44.3367,-1.0959,VERMILION,ONSHORE-OFFSHORE,OIL,NEARLY DEPLETED,FORELAND,6550,CRETACEOUS,DOLOMITE,1300.0,200.0,11.0,10.0
701,PATRICK DRAW,ALMOND,USA,NORTH AMERICA,GREATER GREEN RIVER,COMPRESSION/EROSION,41.6148,-108.5007,ANADARKO,ONSHORE,OIL,REJUVENATING,FORELAND,4300,CRETACEOUS,SANDSTONE,70.0,20.0,20.0,36.0
702,PEACE RIVER,GETHING-OSTRACOD-BLUESKY,CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION/EROSION,56.2683,-117.2815,SHELL,ONSHORE,BITUMEN,CONTINUING DEVELOPMENT,FORELAND,1500,CRETACEOUS,SANDSTONE,100.0,82.0,28.0,440.0
704,PECOS SLOPE,ABO,USA,NORTH AMERICA,PERMIAN,COMPRESSION,33.5606,-104.2916,YATES PETROLEUM AND OTHERS,ONSHORE,GAS,MATURE PRODUCTION,FORELAND,2275,PERMIAN,SANDSTONE,325.0,30.0,13.0,0.04
705,PEEJAY,HALFWAY,CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION/EROSION,56.8646,-120.4777,CANADIAN NATURAL RESOURCES,ONSHORE,OIL,NEARLY DEPLETED,FORELAND,3800,TRIASSIC,SANDSTONE,85.0,12.8,12.0,120.0
706,PEMBINA,CARDIUM (PEMBINA RIVER),CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION,53.1361,-115.1188,NUMEROUS,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,4000,CRETACEOUS,SANDSTONE,50.0,19.3,13.9,24.0
708,PENAL-BARRACKPORE,HERRERA,TRINIDAD AND TOBAGO,LATIN AMERICA,EASTERN VENEZUELA,STRIKE-SLIP/TRANSPRESSION/BASEMENT-I,10.1833,-61.4,PETROTRIN,ONSHORE,OIL,NEARLY DEPLETED,THRUST/SUB-THRUST/FORELAND,2100,NEOGENE,SANDSTONE,2000.0,1000.0,25.0,100.0
710,PENWELL,SAN ANDRES,USA,NORTH AMERICA,PERMIAN,COMPRESSION,31.7333,-102.5625,CHEVRON /CONOCOPHILLIPS /TOTAL,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND,3250,PERMIAN,DOLOMITE,400.0,118.0,11.0,3.0
714,PIPER,PIPER-SGIATH,UK,EUROPE,NORTH SEA CENTRAL,,58.4589,0.2708,TOTAL,OFFSHORE,OIL,MATURE PRODUCTION,RIFT,6776,JURASSIC,SANDSTONE,300.0,200.0,,4000.0
716,POKACHEV,MEGION (BV8),RUSSIA,FORMER SOVIET UNION,SIBERIAN WESTERN,COMPRESSION,61.583,75.1833,SURGUTNEFTEGAS,ONSHORE,OIL,DECLINING PRODUCTION,INTRACRATONIC,7841,CRETACEOUS,SANDSTONE,75.0,24.0,20.0,130.0
717,POKACHEV,VARTOV (BV6),RUSSIA,FORMER SOVIET UNION,SIBERIAN WESTERN,COMPRESSION,61.583,75.1833,SURGUTNEFTEGAS,ONSHORE,OIL,DECLINING PRODUCTION,INTRACRATONIC,7529,CRETACEOUS,SANDSTONE,52.0,19.0,20.0,170.0
718,POKACHEV,VARTOV-ALYM (AV1-2),RUSSIA,FORMER SOVIET UNION,SIBERIAN WESTERN,COMPRESSION,61.583,75.1833,SURGUTNEFTEGAS,ONSHORE,OIL,DECLINING PRODUCTION,INTRACRATONIC,6030,CRETACEOUS,SANDSTONE,69.0,27.0,22.0,108.0
720,PORT ACRES,LOWER HACKBERRY (FRIO),USA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,GRAVITY/EXTENSION/EVAPORITE/SYNSEDIMENTATION,29.88,-94.0,PAN AMERICAN PETROLEUM,ONSHORE,GAS-CONDENSATE,ABANDONED,DELTA/SALT/PASSIVE MARGIN,10376,PALEOGENE,SHALY SANDSTONE,400.0,26.0,29.0,275.0
727,PRIOB,ACHIMOV-VARTOV,RUSSIA,FORMER SOVIET UNION,SIBERIAN WESTERN,COMPRESSION,61.13,70.46,YUGANSKNEFTEGAS /SIBNEFT /SURGUTNEFTEGAS,ONSHORE,OIL,CONTINUING DEVELOPMENT,INTRACRATONIC,7677,CRETACEOUS,SANDSTONE,1300.0,140.0,19.0,3.6
728,PRIRAZLOM,UNNAMED (UNITS I-II),RUSSIA,FORMER SOVIET UNION,TIMAN-PECHORA,COMPRESSION/EVAPORITE,69.2833,57.25,SERVMORNEFTEGAZ,OFFSHORE,OIL,UNDEVELOPED,INVERSION/FORELAND,7529,CARBONIFEROUS-PERMIAN,LIMESTONE,660.0,150.0,19.0,120.0
730,PROVOST,VIKING,CANADA,NORTH AMERICA,WESTERN CANADA,,52.2022,-110.3508,NUMEROUS,ONSHORE,GAS,DECLINING PRODUCTION,FORELAND,2400,CRETACEOUS,SANDSTONE,70.0,5.8,,82.0
731,PROVOST,VIKING (C POOL),CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION/EROSION,52.2022,-110.3508,NUMEROUS,ONSHORE,OIL,NEARLY DEPLETED,FORELAND,2950,CRETACEOUS,LOW-RESISTIVITY SANDSTONE,70.0,4.0,25.0,170.0
738,QARUN,LOWER BAHARIYA,EGYPT,AFRICA,GINDI,INVERSION/COMPRESSION/EXTENSION,29.783,30.529,QARUN PETROLEUM,ONSHORE,OIL,DEVELOPING,INVERSION/RIFT,8450,CRETACEOUS,LOW-RESISTIVITY SANDSTONE,145.0,45.0,18.0,700.0
739,QATIF,ARAB C,SAUDI ARABIA,MIDDLE EAST,THE GULF,COMPRESSION/EVAPORITE,26.5333,49.975,SAUDI ARAMCO,ONSHORE-OFFSHORE,OIL,TEMPORARILY SHUT-IN,FORELAND/SALT,6900,JURASSIC,LIMESTONE,100.0,81.0,18.0,202.0
740,QATIF,ARAB D,SAUDI ARABIA,MIDDLE EAST,THE GULF,COMPRESSION/EVAPORITE,26.5333,49.975,SAUDI ARAMCO,ONSHORE-OFFSHORE,OIL,TEMPORARILY SHUT-IN,FORELAND/SALT,7100,JURASSIC,LIMESTONE,100.0,83.0,15.0,310.0
741,QUIRIQUIRE,QUIRIQUIRE,VENEZUELA,LATIN AMERICA,EASTERN VENEZUELA,COMPRESSION/EXTENSION/LINKED/EROSION,10.0,-63.1667,REPSOL YPF /MAXUS,ONSHORE,OIL,REJUVENATING,FORELAND/THRUST,1613,NEOGENE,SANDSTONE,1600.0,230.0,20.0,450.0
